aqi,aqiInfo,aqiLevel,bWendu,city,date,fengli,fengxiang,tianqi,yWendu
49,优,1,29,大连,2017-07-23,4-5级,北风,多云~阵雨,24
86,良,2,30,大连,2017-07-24,4-5级,东北风,多云~晴,24
54,良,2,30,大连,2017-07-25,4-5级,东北风,晴,25
47,优,1,29,大连,2017-07-26,4-5级,东南风,多云~中雨,23
34,优,1,29,大连,2017-07-27,5-6级,南风,小雨~多云,22
44,优,1,30,大连,2017-07-28,4-5级,北风,晴,23
62,良,2,30,大连,2017-07-29,4-5级,北风,多云~晴,23
62,良,2,28,大连,2017-07-30,4-5级,南风,晴~阵雨,23
41,优,1,28,大连,2017-07-31,4-5级,东南风,多云,23
23,优,1,29,大连,2017-08-01,4-5级,东南风,多云,24
30,优,1,28,大连,2017-08-02,4-5级,东南风,阵雨,24
33,优,1,28,大连,2017-08-03,6-7级,南风,大雨,24
37,优,1,29,大连,2017-08-04,4-5级,南风,小雨~多云,24
40,优,1,29,大连,2017-08-05,4-5级,南风,多云,24
37,优,1,29,大连,2017-08-06,4-5级,南风,多云~阵雨,24
50,优,1,30,大连,2017-08-07,4-5级,西北风,晴,23
50,优,1,31,大连,2017-08-08,4-5级,北风,晴,24
54,良,2,30,大连,2017-08-09,4-5级,南风,晴~多云,24
43,优,1,29,大连,2017-08-10,4-5级,东南风,阵雨~多云,24
49,优,1,30,大连,2017-08-11,4-5级,东南风,晴,24
37,优,1,30,大连,2017-08-12,4-5级,东南风,晴,24
38,优,1,28,大连,2017-08-13,5-6级,东南风,多云,24
24,优,1,27,大连,2017-08-14,5-6级,东风,阵雨~多云,24
24,优,1,28,大连,2017-08-15,5-6级,东北风,多云~晴,22
24,优,1,28,大连,2017-08-16,4-5级,东风,多云,22
19,优,1,27,大连,2017-08-17,4-5级,东南风,雷阵雨~多云,22
31,优,1,28,大连,2017-08-18,4-5级,东南风,阵雨,23
40,优,1,28,大连,2017-08-19,4-5级,东南风,阵雨,23
31,优,1,27,大连,2017-08-20,5-6级,东风,阵雨~多云,23
31,优,1,29,大连,2017-08-21,4-5级,北风,晴,23
42,优,1,29,大连,2017-08-22,4-5级,南风,晴~多云,24
34,优,1,28,大连,2017-08-23,4-5级,西南风,阵雨,23
33,优,1,28,大连,2017-08-24,5-6级,北风,晴,21
41,优,1,29,大连,2017-08-25,4-5级,西北风,晴,21
36,优,1,29,大连,2017-08-26,3-4级,北风,晴,22
35,优,1,27,大连,2017-08-27,4-5级,西南风,阴~阵雨,21
29,优,1,24,大连,2017-08-28,4-5级,南风,中雨~多云,17
25,优,1,23,大连,2017-08-29,4-5级,北风,晴,18
39,优,1,25,大连,2017-08-30,5-6级,西风,晴,20
52,良,2,26,大连,2017-08-31,4-5级,西南风,晴~多云,20
66,良,2,27,大连,2017-09-01,4-5级,西南风,多云,20
71,良,2,26,大连,2017-09-02,4-5级,南风,雷阵雨~晴,20
63,良,2,26,大连,2017-09-03,4-5级,南风,晴,20
43,优,1,26,大连,2017-09-04,4-5级,南风,多云,21
35,优,1,25,大连,2017-09-05,4-5级,南风,阵雨~多云,21
52,良,2,27,大连,2017-09-06,4-5级,西北风,多云~晴,21
75,良,2,28,大连,2017-09-07,4-5级,西南风,晴,21
77,良,2,28,大连,2017-09-08,4-5级,西南风,晴,21
66,良,2,28,大连,2017-09-09,4-5级,南风,晴~多云,22
46,优,1,26,大连,2017-09-10,4-5级,南风,多云,19
48,优,1,26,大连,2017-09-11,4-5级,北风,多云~晴,18
46,优,1,26,大连,2017-09-12,4-5级,西北风,晴,18
38,优,1,26,大连,2017-09-13,4-5级,南风,晴,20
47,优,1,26,大连,2017-09-14,4-5级,南风,晴,20
35,优,1,25,大连,2017-09-15,4-5级,东南风,晴,20
38,优,1,26,大连,2017-09-16,4-5级,南风,晴~多云,20
35,优,1,25,大连,2017-09-17,4-5级,南风,多云~晴,20
61,良,2,27,大连,2017-09-18,4-5级,西南风,晴~多云,20
55,良,2,25,大连,2017-09-19,5-6级,西北风,多云~晴,18
33,优,1,26,大连,2017-09-20,3-4级,西北风,晴,19
40,优,1,26,大连,2017-09-21,5-6级,南风,晴~多云,19
58,良,2,25,大连,2017-09-22,5-6级,南风,阵雨~晴,18
60,良,2,26,大连,2017-09-23,4-5级,南风,晴~多云,20
87,良,2,26,大连,2017-09-24,5-6级,南风,阵雨~多云,20
44,优,1,26,大连,2017-09-25,4-5级,南风,晴,20
43,优,1,24,大连,2017-09-26,5-6级,东北风,多云,16
29,优,1,21,大连,2017-09-27,4-5级,北风,晴,15
32,优,1,20,大连,2017-09-28,4-5级,西北风,晴,15
58,良,2,23,大连,2017-09-29,5-6级,西南风,晴,17
92,良,2,24,大连,2017-09-30,5-6级,南风,晴~多云,18
39,优,1,23,大连,2017-10-01,5-6级,南风,阵雨~多云,14
38,优,1,18,大连,2017-10-02,6-7级,北风,晴,11
29,优,1,18,大连,2017-10-03,5-6级,北风,晴,12
29,优,1,18,大连,2017-10-04,4-5级,南风,晴,12
34,优,1,20,大连,2017-10-05,4-5级,南风,晴~多云,14
31,优,1,20,大连,2017-10-06,4-5级,南风,阵雨~晴,15
34,优,1,22,大连,2017-10-07,4-5级,南风,多云,16
31,优,1,21,大连,2017-10-08,4-5级,南风,小雨~中雨,16
26,优,1,19,大连,2017-10-09,6-7级,北风,中雨,12
29,优,1,13,大连,2017-10-10,6-7级,东北风,小雨~多云,9
26,优,1,14,大连,2017-10-11,5-6级,北风,晴,10
29,优,1,15,大连,2017-10-12,3-4级,西南风,多云,11
43,优,1,17,大连,2017-10-13,4-5级,西北风,多云~晴,13
45,优,1,17,大连,2017-10-14,5-6级,东风,晴~多云,12
34,优,1,17,大连,2017-10-15,4-5级,南风,多云,12
36,优,1,16,大连,2017-10-16,4-5级,东北风,晴,10
39,优,1,17,大连,2017-10-17,4-5级,东北风,晴,10
52,良,2,17,大连,2017-10-18,3-4级,东北风,晴,12
67,良,2,19,大连,2017-10-19,4-5级,西南风,多云,13
83,良,2,19,大连,2017-10-20,4-5级,西南风,多云~晴,13
95,良,2,18,大连,2017-10-21,5-6级,北风,晴~多云,9
53,良,2,12,大连,2017-10-22,6-7级,北风,多云~晴,7
56,良,2,11,大连,2017-10-23,6-7级,北风,晴,7
52,良,2,15,大连,2017-10-24,3-4级,西北风,晴,10
68,良,2,18,大连,2017-10-25,4-5级,西南风,晴~多云,13
96,良,2,18,大连,2017-10-26,4-5级,西南风,多云~晴,13
87,良,2,18,大连,2017-10-27,4-5级,南风,晴,13
98,良,2,18,大连,2017-10-28,6-7级,北风,晴,7
35,优,1,10,大连,2017-10-29,6-7级,北风,晴,6
34,优,1,15,大连,2017-10-30,5-6级,西风,晴,9
52,良,2,16,大连,2017-10-31,5-6级,西南风,晴,12
109,轻度污染,3,17,大连,2017-11-01,3-4级,东北风,多云~晴,11
133,轻度污染,3,17,大连,2017-11-02,5-6级,北风,阵雨~多云,5
35,优,1,8,大连,2017-11-03,6-7级,北风,晴,3
37,优,1,13,大连,2017-11-04,5-6级,西风,晴,5
59,良,2,15,大连,2017-11-05,5-6级,西南风,晴,10
63,良,2,15,大连,2017-11-06,5-6级,西南风,晴,11
121,轻度污染,3,16,大连,2017-11-07,4-5级,西南风,多云~晴,7
34,优,1,11,大连,2017-11-08,4-5级,北风,晴,7
39,优,1,15,大连,2017-11-09,5-6级,南风,多云~小雨,5
49,优,1,11,大连,2017-11-10,6-7级,北风,晴,3
38,优,1,10,大连,2017-11-11,3-4级,北风,晴,5
46,优,1,12,大连,2017-11-12,5-6级,西南风,晴,9
76,良,2,12,大连,2017-11-13,5-6级,西风,晴,2
27,优,1,6,大连,2017-11-14,5-6级,西北风,晴,1
29,优,1,5,大连,2017-11-15,5-6级,西北风,晴~多云,0
33,优,1,9,大连,2017-11-16,4-5级,南风,多云~小雨,2
59,良,2,10,大连,2017-11-17,6-7级,北风,多云~晴,-2
34,优,1,0,大连,2017-11-18,5-6级,北风,晴,-3
38,优,1,5,大连,2017-11-19,3-4级,北风,晴~多云,0
43,优,1,7,大连,2017-11-20,5-6级,西北风,晴,2
53,良,2,10,大连,2017-11-21,5-6级,西南风,晴,2
71,良,2,6,大连,2017-11-22,5-6级,北风,晴~多云,1
31,优,1,6,大连,2017-11-23,6-7级,西北风,多云,0
33,优,1,5,大连,2017-11-24,5-6级,西风,晴,2
46,优,1,8,大连,2017-11-25,4-5级,西南风,多云,0
39,优,1,2,大连,2017-11-26,5-6级,北风,多云~晴,-2
39,优,1,8,大连,2017-11-27,5-6级,南风,晴~多云,2
76,良,2,11,大连,2017-11-28,5-6级,西南风,多云~晴,-3
53,良,2,-2,大连,2017-11-29,5-6级,北风,晴,-5
43,优,1,0,大连,2017-11-30,4-5级,北风,多云~晴,-3
39,优,1,6,大连,2017-12-01,4-5级,西北风,晴~多云,2
102,轻度污染,3,8,大连,2017-12-02,5-6级,西南风,晴,0
110,轻度污染,3,3,大连,2017-12-03,5-6级,北风,晴,-3
33,优,1,0,大连,2017-12-04,5-6级,北风,多云~晴,-5
34,优,1,4,大连,2017-12-05,5-6级,西北风,晴,-3
59,良,2,7,大连,2017-12-06,4-5级,西风,晴,-1
44,优,1,1,大连,2017-12-07,6-7级,北风,晴,-4
43,优,1,4,大连,2017-12-08,6-7级,西北风,晴,-3
57,良,2,8,大连,2017-12-09,5-6级,西南风,晴,2
58,良,2,2,大连,2017-12-10,6-7级,北风,多云,-8
38,优,1,-6,大连,2017-12-11,6-7级,北风,小雪~晴,-10
36,优,1,-5,大连,2017-12-12,4-5级,北风,小雪~晴,-8
38,优,1,-3,大连,2017-12-13,4-5级,北风,晴,-8
58,良,2,0,大连,2017-12-14,4-5级,北风,多云~小雪,-6
72,良,2,1,大连,2017-12-15,5-6级,无持续风向,多云,-6
37,优,1,-3,大连,2017-12-16,6-7级,无持续风向,小雪~晴,-7
45,优,1,2,大连,2017-12-17,5-6级,西风,晴,-5
54,良,2,3,大连,2017-12-18,5-6级,北风,晴,-7
35,优,1,1,大连,2017-12-19,5-6级,北风,晴~多云,-6
53,良,2,4,大连,2017-12-20,5-6级,西北风,多云~晴,-1
49,优,1,8,大连,2017-12-21,5-6级,西南风,晴,3
96,良,2,8,大连,2017-12-22,5-6级,西南风,晴,-2
51,良,2,6,大连,2017-12-23,4-5级,南风,多云,0
49,优,1,2,大连,2017-12-24,6-7级,北风,多云~晴,-6
35,优,1,4,大连,2017-12-25,5-6级,西风,晴,-6
35,优,1,-3,大连,2017-12-26,5-6级,北风,晴,-8
35,优,1,4,大连,2017-12-27,4-5级,南风,多云,-5
58,良,2,6,大连,2017-12-28,4-5级,南风,多云,0
129,轻度污染,3,3,大连,2017-12-29,4-5级,北风,多云,-5
95,良,2,0,大连,2017-12-30,4-5级,北风,多云,-5
68,良,2,3,大连,2017-12-31,4-5级,西北风,晴,-3
62,良,2,2,大连,2018-01-01,4-5级,北风,晴,-6
42,优,1,-2,大连,2018-01-02,5-6级,北风,晴,-7
38,优,1,-3,大连,2018-01-03,5-6级,北风,晴,-6
38,优,1,-3,大连,2018-01-04,5-6级,北风,多云,-7
39,优,1,0,大连,2018-01-05,4-5级,西北风,晴,-6
41,优,1,0,大连,2018-01-06,4-5级,无持续风向,晴~多云,-4
43,优,1,2,大连,2018-01-07,4-5级,南风,多云~小雪,-2
66,良,2,0,大连,2018-01-08,6-7级,西北风,多云~晴,-6
33,优,1,-3,大连,2018-01-09,5-6级,西北风,多云~小雪,-10
41,优,1,-6,大连,2018-01-10,6-7级,北风,多云,-12
44,优,1,-8,大连,2018-01-11,5-6级,北风,阵雪~晴,-11
55,良,2,0,大连,2018-01-12,5-6级,西风,晴,-7
77,良,2,4,大连,2018-01-13,4-5级,西风,晴,-1
89,良,2,5,大连,2018-01-14,5-6级,西南风,晴,-2
72,良,2,2,大连,2018-01-15,4-5级,北风,晴~多云,-2
99,良,2,3,大连,2018-01-16,4-5级,北风,多云~晴,-2
80,良,2,4,大连,2018-01-17,4-5级,西南风,多云~晴,-2
91,良,2,4,大连,2018-01-18,4-5级,西南风,晴,-2
199,中度污染,4,5,大连,2018-01-19,4-5级,西南风,晴,-1
142,轻度污染,3,1,大连,2018-01-20,3-4级,东北风,晴,-2
41,优,1,0,大连,2018-01-21,5-6级,东北风,小雪,-9
69,良,2,-8,大连,2018-01-22,6-7级,北风,小雪~多云,-13
45,优,1,-10,大连,2018-01-23,5-6级,北风,阵雪~晴,-15
42,优,1,-9,大连,2018-01-24,4-5级,北风,晴,-14
39,优,1,-10,大连,2018-01-25,5-6级,北风,晴,-15
39,优,1,-10,大连,2018-01-26,5-6级,北风,晴,-14
60,良,2,-4,大连,2018-01-27,4-5级,北风,多云~阵雪,-12
62,良,2,-6,大连,2018-01-28,5-6级,北风,多云~晴,-8
67,良,2,-4,大连,2018-01-29,5-6级,西北风,晴,-7
55,良,2,1,大连,2018-01-30,5-6级,西风,晴,-6
53,良,2,1,大连,2018-01-31,4-5级,东北风,晴,-4
53,良,2,2,大连,2018-02-01,4-5级,南风,晴~多云,-5
61,良,2,-4,大连,2018-02-02,5-6级,北风,小雪~多云,-11
35,优,1,-5,大连,2018-02-03,6-7级,北风,晴,-10
33,优,1,-5,大连,2018-02-04,4-5级,北风,晴~多云,-11
36,优,1,-6,大连,2018-02-05,5-6级,北风,多云~晴,-11
34,优,1,-5,大连,2018-02-06,4-5级,北风,晴~多云,-9
51,良,2,-1,大连,2018-02-07,5-6级,北风,小雪,-10
59,良,2,1,大连,2018-02-08,4-5级,南风,晴,-10
93,良,2,4,大连,2018-02-09,5-6级,西南风,多云,-5
58,良,2,-4,大连,2018-02-10,5-6级,西北风,晴,-8
51,良,2,-3,大连,2018-02-11,5-6级,西北风,晴,-7
52,良,2,-2,大连,2018-02-12,5-6级,西北风,晴,-6
62,良,2,4,大连,2018-02-13,4-5级,西南风,晴,-2
62,良,2,2,大连,2018-02-14,5-6级,北风,晴,-6
58,良,2,2,大连,2018-02-15,4-5级,北风,晴,-3
80,良,2,3,大连,2018-02-16,5-6级,北风,晴,-6
47,优,1,2,大连,2018-02-17,4-5级,南风,晴~多云,-3
52,良,2,3,大连,2018-02-18,4-5级,西南风,雨夹雪,-4
78,良,2,2,大连,2018-02-19,4-5级,东风,晴,-4
91,良,2,2,大连,2018-02-20,4-5级,东北风,晴,-5
81,良,2,4,大连,2018-02-21,4-5级,西南风,晴~多云,-1
157,中度污染,4,5,大连,2018-02-22,3-4级,西南风,多云~晴,-1
171,中度污染,4,7,大连,2018-02-23,4-5级,南风,多云,-5
40,优,1,-1,大连,2018-02-24,5-6级,北风,晴,-6
47,优,1,4,大连,2018-02-25,4-5级,南风,晴,-2
56,良,2,7,大连,2018-02-26,5-6级,南风,多云~晴,0
138,轻度污染,3,5,大连,2018-02-27,4-5级,东北风,多云~阴,0
72,良,2,6,大连,2018-02-28,4-5级,南风,小雨~雨夹雪,-3
50,优,1,1,大连,2018-03-01,4-5级,北风,晴,-5
40,优,1,7,大连,2018-03-02,5-6级,南风,晴,1
56,良,2,8,大连,2018-03-03,5-6级,南风,晴~多云,1
59,良,2,5,大连,2018-03-04,7-8级,东北风,小雨~多云,-3
51,良,2,3,大连,2018-03-05,6-7级,东北风,晴,-3
51,良,2,2,大连,2018-03-06,4-5级,东北风,晴,-3
45,优,1,3,大连,2018-03-07,4-5级,南风,小雨~雨夹雪,-5
40,优,1,-1,大连,2018-03-08,6-7级,北风,晴,-5
43,优,1,4,大连,2018-03-09,4-5级,北风,晴,-1
79,良,2,8,大连,2018-03-10,4-5级,东北风,晴,0
57,良,2,7,大连,2018-03-11,4-5级,东南风,晴,1
93,良,2,13,大连,2018-03-12,5-6级,南风,晴,5
49,优,1,15,大连,2018-03-13,5-6级,南风,晴,6
53,良,2,12,大连,2018-03-14,4-5级,南风,多云~小雨,2
61,良,2,3,大连,2018-03-15,6-7级,北风,多云~晴,-4
53,良,2,5,大连,2018-03-16,5-6级,北风,晴,-2
44,优,1,6,大连,2018-03-17,4-5级,南风,多云~雨夹雪,-1
46,优,1,6,大连,2018-03-18,4-5级,东风,多云~晴,1
85,良,2,9,大连,2018-03-19,6-7级,东北风,晴,0
55,良,2,6,大连,2018-03-20,6-7级,东北风,多云,0
58,良,2,7,大连,2018-03-21,4-5级,北风,多云~晴,0
69,良,2,10,大连,2018-03-22,4-5级,西南风,晴,3
119,轻度污染,3,12,大连,2018-03-23,4-5级,南风,多云~晴,1
133,轻度污染,3,14,大连,2018-03-24,4-5级,西南风,晴,5
144,轻度污染,3,18,大连,2018-03-25,4-5级,南风,晴,8
86,良,2,20,大连,2018-03-26,4-5级,南风,晴,7
71,良,2,15,大连,2018-03-27,5-6级,南风,晴,5
89,良,2,19,大连,2018-03-28,4-5级,东北风,晴,7
70,良,2,17,大连,2018-03-29,4-5级,东北风,晴,7
63,良,2,13,大连,2018-03-30,4-5级,东南风,晴,5
64,良,2,16,大连,2018-03-31,3-4级,南风,多云,7
38,优,1,14,大连,2018-04-01,4-5级,南风,晴,8
44,优,1,16,大连,2018-04-02,5-6级,南风,晴~多云,6
90,良,2,11,大连,2018-04-03,6-7级,北风,晴~多云,4
55,良,2,11,大连,2018-04-04,5-6级,东北风,晴~多云,3
57,良,2,9,大连,2018-04-05,4-5级,东北风,小雨~多云,3
96,良,2,7,大连,2018-04-06,6-7级,西北风,小雨~多云,2
40,优,1,9,大连,2018-04-07,4-5级,西北风,晴,4
41,优,1,12,大连,2018-04-08,1-2级,南风,晴,4
52,良,2,14,大连,2018-04-09,4-5级,南风,晴~多云,8
81,良,2,14,大连,2018-04-10,5-6级,西南风,多云~晴,7
56,良,2,17,大连,2018-04-11,4-5级,西南风,晴,7
52,良,2,17,大连,2018-04-12,4-5级,东北风,晴~多云,7
66,良,2,14,大连,2018-04-13,4-5级,东风,小到中雨,5
51,良,2,12,大连,2018-04-14,4-5级,西风,阴~多云,5
57,良,2,13,大连,2018-04-15,4-5级,西南风,晴,6
48,优,1,16,大连,2018-04-16,5-6级,南风,晴,7
53,良,2,17,大连,2018-04-17,5-6级,南风,晴,9
91,良,2,17,大连,2018-04-18,5-6级,南风,晴,9
88,良,2,22,大连,2018-04-19,4-5级,东北风,晴,13
64,良,2,17,大连,2018-04-20,5-6级,南风,晴,8
55,良,2,15,大连,2018-04-21,4-5级,东风,多云~小雨,8
43,优,1,10,大连,2018-04-22,5-6级,东风,中雨~小雨,8
34,优,1,14,大连,2018-04-23,5-6级,东北风,多云~晴,7
52,良,2,16,大连,2018-04-24,4-5级,北风,晴,9
55,良,2,21,大连,2018-04-25,4-5级,西北风,晴,10
85,良,2,20,大连,2018-04-26,4-5级,南风,晴,11
65,良,2,22,大连,2018-04-27,3-4级,北风,晴,11
58,良,2,22,大连,2018-04-28,5-6级,西南风,晴,11
88,良,2,23,大连,2018-04-29,4-5级,南风,晴~多云,13
77,良,2,17,大连,2018-04-30,4-5级,东风,多云~雷阵雨,11
49,优,1,14,大连,2018-05-01,4-5级,东风,中雨,10
41,优,1,18,大连,2018-05-02,5-6级,北风,多云~晴,10
45,优,1,19,大连,2018-05-03,5-6级,西北风,晴,11
59,良,2,22,大连,2018-05-04,5-6级,西风,晴,12
77,良,2,24,大连,2018-05-05,4-5级,西南风,多云~阵雨,13
73,良,2,22,大连,2018-05-06,3-4级,南风,多云~晴,13
63,良,2,23,大连,2018-05-07,4-5级,北风,晴,14
57,良,2,25,大连,2018-05-08,3-4级,北风,晴,14
58,良,2,24,大连,2018-05-09,4-5级,南风,晴,13
64,良,2,23,大连,2018-05-10,5-6级,西南风,晴,13
50,优,1,19,大连,2018-05-11,5-6级,南风,多云~阴,12
45,优,1,17,大连,2018-05-12,4-5级,东南风,多云~晴,11
62,良,2,17,大连,2018-05-13,4-5级,东南风,多云~晴,11
63,良,2,24,大连,2018-05-14,5-6级,南风,晴,14
51,良,2,20,大连,2018-05-15,5-6级,南风,多云~小雨,14
27,优,1,17,大连,2018-05-16,4-5级,东风,多云~雷阵雨,13
36,优,1,21,大连,2018-05-17,3-4级,东北风,多云,13
51,良,2,24,大连,2018-05-18,4-5级,北风,晴,14
44,优,1,20,大连,2018-05-19,4-5级,东风,晴,13
34,优,1,18,大连,2018-05-20,4-5级,东南风,晴~多云,13
34,优,1,18,大连,2018-05-21,4-5级,东南风,多云~阴,12
35,优,1,17,大连,2018-05-22,4-5级,西北风,小雨~多云,12
64,良,2,22,大连,2018-05-23,5-6级,西南风,晴,15
101,轻度污染,3,25,大连,2018-05-24,5-6级,西南风,晴,16
88,良,2,25,大连,2018-05-25,4-5级,西南风,晴,16
51,良,2,24,大连,2018-05-26,4-5级,南风,多云~阵雨,17
60,良,2,23,大连,2018-05-27,4-5级,南风,雷阵雨~多云,15
78,良,2,25,大连,2018-05-28,3-4级,南风,多云,16
47,优,1,24,大连,2018-05-29,4-5级,南风,多云~晴,16
42,优,1,24,大连,2018-05-30,4-5级,北风,晴,16
47,优,1,26,大连,2018-05-31,4-5级,西南风,晴,17
94,良,2,17,宁波,2017-04-01,3-4级,北风,多云~晴,5
111,轻度污染,3,19,宁波,2017-04-02,1-2级,西北风,晴,7
88,良,2,22,宁波,2017-04-03,1-2级,东南风,晴~多云,10
69,良,2,21,宁波,2017-04-04,4-5级,东南风,多云~阴,15
52,良,2,26,宁波,2017-04-05,3-4级,东南风,多云~阴,17
67,良,2,27,宁波,2017-04-06,3-4级,南风,多云~雷阵雨,18
62,良,2,20,宁波,2017-04-07,3-4级,西北风,阵雨~多云,15
84,良,2,23,宁波,2017-04-08,1-2级,东风,多云~中雨,12
37,优,1,18,宁波,2017-04-09,3-4级,东北风,中到大雨~小雨,11
39,优,1,14,宁波,2017-04-10,1-2级,北风,小雨,11
56,良,2,15,宁波,2017-04-11,3-4级,西北风,阴,10
77,良,2,18,宁波,2017-04-12,1-2级,东北风,多云,8
58,良,2,22,宁波,2017-04-13,1-2级,东南风,晴,12
50,优,1,27,宁波,2017-04-14,3-4级,南风,晴~多云,16
68,良,2,30,宁波,2017-04-15,1-2级,西南风,晴~多云,17
82,良,2,30,宁波,2017-04-16,3-4级,东南风,雷阵雨,18
69,良,2,24,宁波,2017-04-17,3-4级,西北风,阵雨~多云,15
69,良,2,31,宁波,2017-04-18,3-4级,西南风,晴,15
87,良,2,26,宁波,2017-04-19,3-4级,东南风,多云~中雨,16
78,良,2,26,宁波,2017-04-20,4-5级,西北风,多云~阴,15
103,轻度污染,3,23,宁波,2017-04-21,1-2级,西北风,阵雨~多云,12
56,良,2,21,宁波,2017-04-22,3-4级,北风,多云~晴,10
73,良,2,23,宁波,2017-04-23,3-4级,东南风,晴,12
65,良,2,25,宁波,2017-04-24,3-4级,东南风,晴~多云,16
57,良,2,24,宁波,2017-04-25,3-4级,东南风,阵雨~中雨,17
36,优,1,19,宁波,2017-04-26,3-4级,北风,小雨,13
46,优,1,21,宁波,2017-04-27,1-2级,北风,多云~晴,11
77,良,2,25,宁波,2017-04-28,1-2级,西风,晴,13
71,良,2,29,宁波,2017-04-29,1-2级,西南风,晴,14
70,良,2,29,宁波,2017-04-30,3-4级,南风,晴~多云,16
51,良,2,29,宁波,2017-05-01,3-4级,东南风,多云~阵雨,18
33,优,1,21,宁波,2017-05-02,3-4级,东南风,中雨~阵雨,16
41,优,1,22,宁波,2017-05-03,3-4级,东南风,阵雨,19
37,优,1,24,宁波,2017-05-04,4-5级,南风,中雨~阴,18
56,良,2,26,宁波,2017-05-05,3-4级,西北风,多云,16
58,良,2,25,宁波,2017-05-06,1-2级,东北风,多云,16
87,良,2,26,宁波,2017-05-07,1-2级,东南风,多云~阵雨,17
85,良,2,21,宁波,2017-05-08,3-4级,东南风,中雨~阵雨,18
69,良,2,28,宁波,2017-05-09,3-4级,西北风,多云,17
71,良,2,32,宁波,2017-05-10,1-2级,南风,晴,20
60,良,2,33,宁波,2017-05-11,3-4级,南风,多云~阵雨,18
58,良,2,26,宁波,2017-05-12,3-4级,北风,大雨~阴,17
48,优,1,30,宁波,2017-05-13,1-2级,南风,多云,17
79,良,2,30,宁波,2017-05-14,3-4级,东北风,多云,18
48,优,1,26,宁波,2017-05-15,1-2级,东南风,多云~阴,18
46,优,1,23,宁波,2017-05-16,3-4级,东北风,阵雨~多云,16
62,良,2,25,宁波,2017-05-17,1-2级,东南风,多云~晴,16
48,优,1,28,宁波,2017-05-18,1-2级,东南风,晴,17
50,优,1,28,宁波,2017-05-19,3-4级,东南风,晴~多云,19
41,优,1,27,宁波,2017-05-20,3-4级,东南风,多云~阴,18
36,优,1,28,宁波,2017-05-21,1-2级,东南风,多云,19
37,优,1,28,宁波,2017-05-22,1-2级,东南风,多云,21
39,优,1,30,宁波,2017-05-23,1-2级,东南风,中雨,21
33,优,1,24,宁波,2017-05-24,3-4级,西北风,小雨~阴,16
62,良,2,27,宁波,2017-05-25,1-2级,北风,多云~晴,16
79,良,2,28,宁波,2017-05-26,1-2级,东北风,晴,17
54,良,2,30,宁波,2017-05-27,1-2级,东南风,晴,17
46,优,1,30,宁波,2017-05-28,3-4级,东南风,晴,17
35,优,1,30,宁波,2017-05-29,3-4级,东南风,晴~多云,20
38,优,1,30,宁波,2017-05-30,3-4级,东南风,多云,21
79,良,2,33,宁波,2017-05-31,3-4级,南风,雷阵雨~阴,23
81,良,2,27,宁波,2017-06-01,1-2级,东南风,阵雨~阴,22
82,良,2,27,宁波,2017-06-02,3-4级,东北风,多云,19
41,优,1,30,宁波,2017-06-03,1-2级,东南风,多云,19
38,优,1,28,宁波,2017-06-04,3-4级,东风,多云~阴,20
39,优,1,24,宁波,2017-06-05,3-4级,东南风,阵雨,22
51,良,2,29,宁波,2017-06-06,3-4级,南风,阵雨~阴,22
59,良,2,30,宁波,2017-06-07,1-2级,西北风,多云,22
92,良,2,32,宁波,2017-06-08,3-4级,南风,晴~多云,23
53,良,2,31,宁波,2017-06-09,3-4级,南风,阵雨~多云,24
63,良,2,32,宁波,2017-06-10,3-4级,南风,中雨,22
44,优,1,28,宁波,2017-06-11,3-4级,东北风,中雨,19
29,优,1,22,宁波,2017-06-12,3-4级,东风,大到暴雨~大雨,20
31,优,1,21,宁波,2017-06-13,3-4级,东风,暴雨~中雨,20
36,优,1,24,宁波,2017-06-14,3-4级,东北风,阵雨~阴,19
52,良,2,26,宁波,2017-06-15,1-2级,东风,多云~阴,18
45,优,1,26,宁波,2017-06-16,1-2级,东南风,阴,18
49,优,1,27,宁波,2017-06-17,1-2级,东风,多云,18
43,优,1,29,宁波,2017-06-18,1-2级,东南风,多云,19
28,优,1,26,宁波,2017-06-19,1-2级,东南风,阵雨,22
51,良,2,26,宁波,2017-06-20,1-2级,西北风,阴,21
46,优,1,27,宁波,2017-06-21,1-2级,东南风,多云~阵雨,22
35,优,1,27,宁波,2017-06-22,3-4级,东南风,中雨~阵雨,23
66,良,2,30,宁波,2017-06-23,1-2级,南风,雷阵雨~阵雨,24
35,优,1,30,宁波,2017-06-24,3-4级,西南风,中雨,25
28,优,1,25,宁波,2017-06-25,1-2级,南风,暴雨~大雨,22
52,良,2,26,宁波,2017-06-26,3-4级,西北风,阴~多云,22
46,优,1,26,宁波,2017-06-27,3-4级,南风,阵雨~阴,22
46,优,1,25,宁波,2017-06-28,1-2级,南风,阵雨,22
59,良,2,30,宁波,2017-06-29,1-2级,南风,阵雨~多云,25
36,优,1,33,宁波,2017-06-30,3-4级,南风,雷阵雨~多云,25
36,优,1,34,宁波,2017-07-01,3-4级,南风,多云,25
26,优,1,33,宁波,2017-07-02,4-5级,南风,多云,26
28,优,1,33,宁波,2017-07-03,4-5级,南风,雷阵雨~阵雨,26
28,优,1,33,宁波,2017-07-04,3-4级,南风,雷阵雨~多云,25
44,优,1,33,宁波,2017-07-05,3-4级,南风,雷阵雨~多云,26
